hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Human Listener,BiLi,IRC_1145,BiLi-1145,https://sofacoustics.org/data/database/bili (dtf)/IRC_1145_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1145_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1133
Human Listener,BiLi,IRC_1146,BiLi-1146,https://sofacoustics.org/data/database/bili (dtf)/IRC_1146_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1146_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1134
Human Listener,BiLi,IRC_1147,BiLi-1147,https://sofacoustics.org/data/database/bili (dtf)/IRC_1147_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1147_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1135
Human Listener,BiLi,IRC_1148,BiLi-1148,https://sofacoustics.org/data/database/bili (dtf)/IRC_1148_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1148_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1136
Human Listener,BiLi,IRC_1149,BiLi-1149,https://sofacoustics.org/data/database/bili (dtf)/IRC_1149_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1149_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1137
Human Listener,BiLi,IRC_1150,BiLi-1150,https://sofacoustics.org/data/database/bili (dtf)/IRC_1150_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1150_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1138
Human Listener,BiLi,IRC_1151,BiLi-1151,https://sofacoustics.org/data/database/bili (dtf)/IRC_1151_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1151_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1139
Human Listener,BiLi,IRC_1152,BiLi-1152,https://sofacoustics.org/data/database/bili (dtf)/IRC_1152_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1152_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1140
Human Listener,BiLi,IRC_1153,BiLi-1153,https://sofacoustics.org/data/database/bili (dtf)/IRC_1153_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1153_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1141
Human Listener,BiLi,IRC_1154,BiLi-1154,https://sofacoustics.org/data/database/bili (dtf)/IRC_1154_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1154_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1142
Human Listener,BiLi,IRC_1155,BiLi-1155,https://sofacoustics.org/data/database/bili (dtf)/IRC_1155_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1155_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1143
Human Listener,BiLi,IRC_1156,BiLi-1156,https://sofacoustics.org/data/database/bili (dtf)/IRC_1156_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1156_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1144
Human Listener,COAT,ITA1,COAT-ITA1,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA1_ECEbl.sofa,https://drive.google.com/file/d/1kiLkV3Fc8xwZiGxs3pyHFZChIZLrmQmU/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1145
Human Listener,COAT,ITA2,COAT-ITA2,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA2_ECEbl.sofa,https://drive.google.com/file/d/1Y-aLKYvgxnjILyCvP8BgoyAJu6tCflQY/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1146
Human Listener,COAT,ITA3,COAT-ITA3,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA3_ECEbl.sofa,https://drive.google.com/file/d/1wpDdQRqX1G4uimHDefBOWU_0CY1Hnrx6/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1147
Human Listener,COAT,ITA4,COAT-ITA4,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA4_ECEbl.sofa,https://drive.google.com/file/d/1dWRI3SYQZmbWVIjH9PdyjFZpAdelNF_W/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1148
Human Listener,COAT,ITA5,COAT-ITA5,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA5_ECEbl.sofa,https://drive.google.com/file/d/1A5YVf7RDlH7Atld9WrJ6dYjBZKcHV02A/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1149
Human Listener,COAT,ITA6,COAT-ITA6,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA6_ECEbl.sofa,https://drive.google.com/file/d/1oQzry7FLv7Q6lmNJfCrg_m1w91A3yyyr/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1150
Human Listener,COAT,ITA7,COAT-ITA7,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ITA7_ECEbl.sofa,https://drive.google.com/file/d/1esGwjCMzPrRCzX2-Uo1ozZwEIolKHpvS/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1151
Human Listener,COAT,AU05RD24,COAT-AU05RD24,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_AU05RD24_ECEbl.sofa,https://drive.google.com/file/d/14lQg9H5PLehOZ_2m0IayHje9y87VpcYd/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1152
Human Listener,COAT,CH09US24,COAT-CH09US24,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_CH09US24_ECEbl.sofa,https://drive.google.com/file/d/1fJ30xsDDnu-ywy9B5AKMs3KBmi5WFOu1/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1153
Human Listener,COAT,EK06AS04,COAT-EK06AS04,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_EK06AS04_ECEbl.sofa,https://drive.google.com/file/d/1yWiIVajG51ysFENtadH_s5s4IBIpALfH/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1154
Human Listener,COAT,EL08RD06,COAT-EL08RD06,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_EL08RD06_ECEbl.sofa,https://drive.google.com/file/d/1yJr2iNz6PmFe9osnZ8IAFboWR4a_zM88/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1155
Human Listener,COAT,EN07NS03,COAT-EN07NS03,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_EN07NS03_ECEbl.sofa,https://drive.google.com/file/d/1pgzWGqwZpgs9VWxJDQLxEpAZCjoWCTbA/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1156
Human Listener,COAT,ER03ED10,COAT-ER03ED10,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER03ED10_ECEbl.sofa,https://drive.google.com/file/d/1n-yJ20gkk7nZC1DulvWH3kCLXr6t0n3s/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1157
Human Listener,COAT,ER03IM11,COAT-ER03IM11,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER03ED10_ECEbl.sofa,https://drive.google.com/file/d/1vGfLqc-pCzTFItFhjZCqwrpX_ZV2Wdm2/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1158
Human Listener,COAT,ER04UT30,COAT-ER04UT30,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER04UT30_ECEbl.sofa,https://drive.google.com/file/d/1blN6mMf10GbXVVEVtP7qAB0KilhkkaCx/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1159
Human Listener,COAT,ER05EN06,COAT-ER05EN06,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER05EN06_ECEbl.sofa,https://drive.google.com/file/d/1Uv_syWsxw7z7MAxTQHz5WlzFOiLPxGA7/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1160
Human Listener,COAT,ER06PH18,COAT-ER06PH18,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER06PH18_ECEbl.sofa,https://drive.google.com/file/d/1jftmGt730O7hi1KQuIqxPvjtms5AYlPB/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1161
Human Listener,COAT,ER07ED05,COAT-ER07ED05,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER07ED05_ECEbl.sofa,https://drive.google.com/file/d/1DlXK3VCKa-63xygIFQu6JxBpV9yRXeoA/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1162
Human Listener,COAT,ER09US30,COAT-ER09US30,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_ER09US30_ECEbl.sofa,https://drive.google.com/file/d/1AuTuKT1bhVotfNNnIpEkl7nZk9S1kSHx/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1163
Human Listener,COAT,GA03EJ14,COAT-GA03EJ14,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_GA03EJ14_ECEbl.sofa,https://drive.google.com/file/d/1FznQx3cNl1xECm65zw11tkHar-C_iZSw/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1164
Human Listener,COAT,HM08CO04,COAT-HM08CO04,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_HM08CO04_ECEbl.sofa,https://drive.google.com/file/d/1JCIHdsDnh4moG12Gh7nQmcTN4R2JTm13/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1165
Human Listener,COAT,IN04ER21,COAT-IN04ER21,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_IN04ER21_ECEbl.sofa,https://drive.google.com/file/d/1piF03BwC3blsXV_sj5VuMJqyQfL33ydo/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1166
Human Listener,COAT,MI08LF31,COAT-MI08LF31,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_MI08LF31_ECEbl.sofa,https://drive.google.com/file/d/1cx-ogVD3wlNlnKw5eeg2UBgcQAy1XEHz/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1167
Human Listener,COAT,NE06RG13,COAT-NE06RG13,https://sofacoustics.org/data/database/coat%20(hrtf%20oldenburg)/HRIR_NE06RG13_ECEbl.sofa,https://drive.google.com/file/d/1MQk9hmZ8nejRgfxqxn35MioH6qzjCNO8/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Kohnen, F. Denk, J. Llorca-Bofí, B. Kollmeierand M. Vorländer, ‘COAT - Cross-site Oldenburg-Aachener transfer-functions’. Zenodo, Nov. 03, 2020. doi: 10.5281/zenodo.4556707.",Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt,,,,,1168
